,symboling,normalized-losses,make,num-of-doors,body-style,drive-wheels,engine-location,wheel-base,length,width,height,curb-weight,engine-type,num-of-cylinders,engine-size,fuel-system,bore,stroke,compression-ratio,horsepower,peak-rpm,city-mpg,highway-L/100km,price,city-L/100km,fuel-type-diesel,fuel-type-gas,horsepower-binned,aspiration-std,aspiration-turbo
51,1,113,mazda,four,sedan,fwd,front,93.1,166.8,64.2,0.2599711677078328,1950,ohc,four,91,2bbl,3.08,3.15,9.0,68,5000.0,31,6.184210526315789,7395.0,7.580645161290323,0,1,Low,1,0
52,3,150,mazda,two,hatchback,rwd,front,95.3,169.0,65.7,0.23834694858241232,2380,rotor,two,70,4bbl,3.3297512437810943,3.255422885572139,9.4,101,6000.0,17,10.217391304347826,10945.0,13.823529411764707,0,1,Low,1,0
53,3,150,mazda,two,hatchback,rwd,front,95.3,169.0,65.7,0.23834694858241232,2380,rotor,two,70,4bbl,3.3297512437810943,3.255422885572139,9.4,101,6000.0,17,10.217391304347826,11845.0,13.823529411764707,0,1,Low,1,0
54,3,150,mazda,two,hatchback,rwd,front,95.3,169.0,65.7,0.23834694858241232,2385,rotor,two,70,4bbl,3.3297512437810943,3.255422885572139,9.4,101,6000.0,17,10.217391304347826,13645.0,13.823529411764707,0,1,Low,1,0
55,3,150,mazda,two,hatchback,rwd,front,95.3,169.0,65.7,0.23834694858241232,2500,rotor,two,80,mpfi,3.3297512437810943,3.255422885572139,9.4,135,6000.0,16,10.217391304347826,15645.0,14.6875,0,1,Medium,1,0
56,1,129,mazda,two,hatchback,fwd,front,98.8,177.8,66.5,0.2580490148966843,2385,ohc,four,122,2bbl,3.39,3.39,8.6,84,4800.0,26,7.34375,8845.0,9.038461538461538,0,1,Low,1,0
57,0,115,mazda,four,sedan,fwd,front,98.8,177.8,66.5,0.26669870254685246,2410,ohc,four,122,2bbl,3.39,3.39,8.6,84,4800.0,26,7.34375,8495.0,9.038461538461538,0,1,Low,1,0
58,1,129,mazda,two,hatchback,fwd,front,98.8,177.8,66.5,0.2580490148966843,2385,ohc,four,122,2bbl,3.39,3.39,8.6,84,4800.0,26,7.34375,10595.0,9.038461538461538,0,1,Low,1,0
59,0,115,mazda,four,sedan,fwd,front,98.8,177.8,66.5,0.26669870254685246,2410,ohc,four,122,2bbl,3.39,3.39,8.6,84,4800.0,26,7.34375,10245.0,9.038461538461538,0,1,Low,1,0
60,0,122,mazda,four,sedan,fwd,front,98.8,177.8,66.5,0.26669870254685246,2443,ohc,four,122,idi,3.39,3.39,22.7,64,4650.0,36,5.595238095238095,10795.0,6.527777777777778,1,0,Low,1,0
61,0,115,mazda,four,hatchback,fwd,front,98.8,177.8,66.5,0.26669870254685246,2425,ohc,four,122,2bbl,3.39,3.39,8.6,84,4800.0,26,7.34375,11245.0,9.038461538461538,0,1,Low,1,0
62,0,118,mazda,four,sedan,rwd,front,104.9,175.0,66.1,0.26141278231619414,2670,ohc,four,140,mpfi,3.76,3.16,8.0,120,5000.0,19,8.703703703703704,18280.0,12.368421052631579,0,1,Medium,1,0
63,0,122,mazda,four,sedan,rwd,front,104.9,175.0,66.1,0.26141278231619414,2700,ohc,four,134,idi,3.43,3.64,22.0,72,4200.0,31,6.0256410256410255,18344.0,7.580645161290323,1,0,Low,1,0
64,-1,93,mercedes-benz,four,sedan,rwd,front,110.0,190.9,70.3,0.2715040845747237,3515,ohc,five,183,idi,3.58,3.64,21.5,123,4350.0,22,9.4,25552.0,10.681818181818182,1,0,Medium,0,1
65,-1,93,mercedes-benz,four,wagon,rwd,front,110.0,190.9,70.3,0.2820759250360404,3750,ohc,five,183,idi,3.58,3.64,21.5,123,4350.0,22,9.4,28248.0,10.681818181818182,1,0,Medium,0,1
66,0,93,mercedes-benz,two,hardtop,rwd,front,106.7,187.5,70.3,0.2638154733301297,3495,ohc,five,183,idi,3.58,3.64,21.5,123,4350.0,22,9.4,28176.0,10.681818181818182,1,0,Medium,0,1
67,-1,93,mercedes-benz,four,sedan,rwd,front,115.6,202.6,71.7,0.27054300816914945,3770,ohc,five,183,idi,3.58,3.64,21.5,123,4350.0,22,9.4,31600.0,10.681818181818182,1,0,Medium,0,1
68,-1,122,mercedes-benz,four,sedan,rwd,front,115.6,202.6,71.7,0.2715040845747237,3740,ohcv,eight,234,mpfi,3.46,3.1,8.3,155,4750.0,16,13.055555555555555,34184.0,14.6875,0,1,Medium,1,0
69,3,142,mercedes-benz,two,convertible,rwd,front,96.6,180.3,70.5,0.24411340701585776,3685,ohcv,eight,234,mpfi,3.46,3.1,8.3,155,4750.0,16,13.055555555555555,35056.0,14.6875,0,1,Medium,1,0
70,0,122,mercedes-benz,four,sedan,rwd,front,120.9,208.1,71.7,0.27246516098029794,3900,ohcv,eight,308,mpfi,3.8,3.35,8.0,184,4500.0,14,14.6875,40960.0,16.785714285714285,0,1,Medium,1,0
71,1,122,mercedes-benz,two,hardtop,rwd,front,112.0,199.2,72.0,0.26621816434406537,3715,ohcv,eight,304,mpfi,3.8,3.35,8.0,184,4500.0,14,14.6875,45400.0,16.785714285714285,0,1,Medium,1,0
72,1,122,mercury,two,hatchback,rwd,front,102.7,178.4,68.0,0.26333493512734263,2910,ohc,four,140,mpfi,3.78,3.12,8.0,175,5000.0,19,9.791666666666666,16503.0,12.368421052631579,0,1,Medium,0,1
73,2,161,mitsubishi,two,hatchback,fwd,front,93.7,157.3,64.4,0.24411340701585776,1918,ohc,four,92,2bbl,2.97,3.23,9.4,68,5500.0,37,5.7317073170731705,5389.0,6.351351351351352,0,1,Low,1,0
74,2,161,mitsubishi,two,hatchback,fwd,front,93.7,157.3,64.4,0.24411340701585776,1944,ohc,four,92,2bbl,2.97,3.23,9.4,68,5500.0,31,6.184210526315789,6189.0,7.580645161290323,0,1,Low,1,0
75,2,161,mitsubishi,two,hatchback,fwd,front,93.7,157.3,64.4,0.24411340701585776,2004,ohc,four,92,2bbl,2.97,3.23,9.4,68,5500.0,31,6.184210526315789,6669.0,7.580645161290323,0,1,Low,1,0
76,1,161,mitsubishi,two,hatchback,fwd,front,93.0,157.3,63.8,0.24411340701585776,2145,ohc,four,98,spdi,3.03,3.39,7.6,102,5500.0,24,7.833333333333333,7689.0,9.791666666666666,0,1,Low,0,1
77,3,153,mitsubishi,two,hatchback,fwd,front,96.3,173.0,65.4,0.23738587217683807,2370,ohc,four,110,spdi,3.17,3.46,7.5,116,5500.0,23,7.833333333333333,9959.0,10.217391304347826,0,1,Low,0,1
78,3,153,mitsubishi,two,hatchback,fwd,front,96.3,173.0,65.4,0.23738587217683807,2328,ohc,four,122,2bbl,3.35,3.46,8.5,88,5000.0,25,7.34375,8499.0,9.4,0,1,Low,1,0
79,3,122,mitsubishi,two,hatchback,fwd,front,95.9,173.2,66.3,0.24123017779913505,2833,ohc,four,156,spdi,3.58,3.86,7.0,145,5000.0,19,9.791666666666666,12629.0,12.368421052631579,0,1,Medium,0,1
80,3,122,mitsubishi,two,hatchback,fwd,front,95.9,173.2,66.3,0.24123017779913505,2921,ohc,four,156,spdi,3.59,3.86,7.0,145,5000.0,19,9.791666666666666,14869.0,12.368421052631579,0,1,Medium,0,1
81,3,122,mitsubishi,two,hatchback,fwd,front,95.9,173.2,66.3,0.24123017779913505,2926,ohc,four,156,spdi,3.59,3.86,7.0,145,5000.0,19,9.791666666666666,14489.0,12.368421052631579,0,1,Medium,0,1
82,1,125,mitsubishi,four,sedan,fwd,front,96.3,172.4,65.4,0.24795771263815475,2365,ohc,four,122,2bbl,3.35,3.46,8.5,88,5000.0,25,7.34375,6989.0,9.4,0,1,Low,1,0
83,1,125,mitsubishi,four,sedan,fwd,front,96.3,172.4,65.4,0.24795771263815475,2405,ohc,four,122,2bbl,3.35,3.46,8.5,88,5000.0,25,7.34375,8189.0,9.4,0,1,Low,1,0
84,1,125,mitsubishi,four,sedan,fwd,front,96.3,172.4,65.4,0.24795771263815475,2403,ohc,four,110,spdi,3.17,3.46,7.5,116,5500.0,23,7.833333333333333,9279.0,10.217391304347826,0,1,Low,0,1
85,-1,137,mitsubishi,four,sedan,fwd,front,96.3,172.4,65.4,0.24795771263815475,2403,ohc,four,110,spdi,3.17,3.46,7.5,116,5500.0,23,7.833333333333333,9279.0,10.217391304347826,0,1,Low,1,0
86,1,128,nissan,two,sedan,fwd,front,94.5,165.3,63.8,0.2618933205189813,1889,ohc,four,97,2bbl,3.15,3.29,9.4,69,5200.0,31,6.351351351351352,5499.0,7.580645161290323,0,1,Low,1,0
87,1,128,nissan,two,sedan,fwd,front,94.5,165.3,63.8,0.2618933205189813,2017,ohc,four,103,idi,2.99,3.47,21.9,55,4800.0,45,4.7,7099.0,5.222222222222222,1,0,Low,1,0
88,1,128,nissan,two,sedan,fwd,front,94.5,165.3,63.8,0.2618933205189813,1918,ohc,four,97,2bbl,3.15,3.29,9.4,69,5200.0,31,6.351351351351352,6649.0,7.580645161290323,0,1,Low,1,0
89,1,122,nissan,four,sedan,fwd,front,94.5,165.3,63.8,0.2618933205189813,1938,ohc,four,97,2bbl,3.15,3.29,9.4,69,5200.0,31,6.351351351351352,6849.0,7.580645161290323,0,1,Low,1,0
90,1,103,nissan,four,wagon,fwd,front,94.5,170.2,63.8,0.25708793849111006,2024,ohc,four,97,2bbl,3.15,3.29,9.4,69,5200.0,31,6.351351351351352,7349.0,7.580645161290323,0,1,Low,1,0
91,1,128,nissan,two,sedan,fwd,front,94.5,165.3,63.8,0.2618933205189813,1951,ohc,four,97,2bbl,3.15,3.29,9.4,69,5200.0,31,6.351351351351352,7299.0,7.580645161290323,0,1,Low,1,0
92,1,128,nissan,two,hatchback,fwd,front,94.5,165.6,63.8,0.2561268620855358,2028,ohc,four,97,2bbl,3.15,3.29,9.4,69,5200.0,31,6.351351351351352,7799.0,7.580645161290323,0,1,Low,1,0
93,1,122,nissan,four,sedan,fwd,front,94.5,165.3,63.8,0.2618933205189813,1971,ohc,four,97,2bbl,3.15,3.29,9.4,69,5200.0,31,6.351351351351352,7499.0,7.580645161290323,0,1,Low,1,0
94,1,103,nissan,four,wagon,fwd,front,94.5,170.2,63.8,0.25708793849111006,2037,ohc,four,97,2bbl,3.15,3.29,9.4,69,5200.0,31,6.351351351351352,7999.0,7.580645161290323,0,1,Low,1,0
95,2,168,nissan,two,hardtop,fwd,front,95.1,162.4,63.8,0.2561268620855358,2008,ohc,four,97,2bbl,3.15,3.29,9.4,69,5200.0,31,6.351351351351352,8249.0,7.580645161290323,0,1,Low,1,0
96,0,106,nissan,four,hatchback,fwd,front,97.2,173.4,65.2,0.26285439692455553,2324,ohc,four,120,2bbl,3.33,3.47,8.5,97,5200.0,27,6.911764705882353,8949.0,8.703703703703704,0,1,Low,1,0
97,0,106,nissan,four,sedan,fwd,front,97.2,173.4,65.2,0.26285439692455553,2302,ohc,four,120,2bbl,3.33,3.47,8.5,97,5200.0,27,6.911764705882353,9549.0,8.703703703703704,0,1,Low,1,0
98,0,128,nissan,four,sedan,fwd,front,100.4,181.7,66.5,0.264776549735704,3095,ohcv,six,181,mpfi,3.43,3.27,9.0,152,5200.0,17,10.681818181818182,13499.0,13.823529411764707,0,1,Medium,1,0
99,0,108,nissan,four,wagon,fwd,front,100.4,184.6,66.5,0.2695819317635752,3296,ohcv,six,181,mpfi,3.43,3.27,9.0,152,5200.0,17,10.681818181818182,14399.0,13.823529411764707,0,1,Medium,1,0
100,0,108,nissan,four,sedan,fwd,front,100.4,184.6,66.5,0.264776549735704,3060,ohcv,six,181,mpfi,3.43,3.27,9.0,152,5200.0,19,9.4,13499.0,12.368421052631579,0,1,Medium,1,0
101,3,194,nissan,two,hatchback,rwd,front,91.3,170.7,67.9,0.23882748678519944,3071,ohcv,six,181,mpfi,3.43,3.27,9.0,160,5200.0,19,9.4,17199.0,12.368421052631579,0,1,Medium,1,0
102,3,194,nissan,two,hatchback,rwd,front,91.3,170.7,67.9,0.23882748678519944,3139,ohcv,six,181,mpfi,3.43,3.27,7.8,200,5200.0,17,10.217391304347826,19699.0,13.823529411764707,0,1,High,0,1
103,1,231,nissan,two,hatchback,rwd,front,99.2,178.5,67.9,0.23882748678519944,3139,ohcv,six,181,mpfi,3.43,3.27,9.0,160,5200.0,19,9.4,18399.0,12.368421052631579,0,1,Medium,1,0
104,0,161,peugot,four,sedan,rwd,front,107.9,186.7,68.4,0.27246516098029794,3020,l,four,120,mpfi,3.46,3.19,8.4,97,5000.0,19,9.791666666666666,11900.0,12.368421052631579,0,1,Low,1,0
105,0,161,peugot,four,sedan,rwd,front,107.9,186.7,68.4,0.27246516098029794,3197,l,four,152,idi,3.7,3.52,21.0,95,4150.0,28,7.121212121212121,13200.0,8.392857142857142,1,0,Low,0,1
106,0,122,peugot,four,wagon,rwd,front,114.2,198.9,68.4,0.2820759250360404,3230,l,four,120,mpfi,3.46,3.19,8.4,97,5000.0,19,9.791666666666666,12440.0,12.368421052631579,0,1,Low,1,0
107,0,122,peugot,four,wagon,rwd,front,114.2,198.9,68.4,0.2820759250360404,3430,l,four,152,idi,3.7,3.52,21.0,95,4150.0,25,9.4,13860.0,9.4,1,0,Low,0,1
108,0,161,peugot,four,sedan,rwd,front,107.9,186.7,68.4,0.27246516098029794,3075,l,four,120,mpfi,3.46,2.19,8.4,95,5000.0,19,9.791666666666666,15580.0,12.368421052631579,0,1,Low,1,0
109,0,161,peugot,four,sedan,rwd,front,107.9,186.7,68.4,0.27246516098029794,3252,l,four,152,idi,3.7,3.52,21.0,95,4150.0,28,7.121212121212121,16900.0,8.392857142857142,1,0,Low,0,1
110,0,122,peugot,four,wagon,rwd,front,114.2,198.9,68.4,0.27246516098029794,3285,l,four,120,mpfi,3.46,2.19,8.4,95,5000.0,19,9.791666666666666,16695.0,12.368421052631579,0,1,Low,1,0
111,0,122,peugot,four,wagon,rwd,front,114.2,198.9,68.4,0.2820759250360404,3485,l,four,152,idi,3.7,3.52,21.0,95,4150.0,25,9.4,17075.0,9.4,1,0,Low,0,1
112,0,161,peugot,four,sedan,rwd,front,107.9,186.7,68.4,0.27246516098029794,3075,l,four,120,mpfi,3.46,3.19,8.4,97,5000.0,19,9.791666666666666,16630.0,12.368421052631579,0,1,Low,1,0
113,0,161,peugot,four,sedan,rwd,front,107.9,186.7,68.4,0.27246516098029794,3252,l,four,152,idi,3.7,3.52,21.0,95,4150.0,28,7.121212121212121,17950.0,8.392857142857142,1,0,Low,0,1
114,0,161,peugot,four,sedan,rwd,front,108.0,186.7,68.3,0.2691013935607881,3130,l,four,134,mpfi,3.61,3.21,7.0,142,5600.0,18,9.791666666666666,18150.0,13.055555555555555,0,1,Medium,0,1
115,1,119,plymouth,two,hatchback,fwd,front,93.7,157.3,63.8,0.24411340701585776,1918,ohc,four,90,2bbl,2.97,3.23,9.4,68,5500.0,37,5.7317073170731705,5572.0,6.351351351351352,0,1,Low,1,0
116,1,119,plymouth,two,hatchback,fwd,front,93.7,157.3,63.8,0.24411340701585776,2128,ohc,four,98,spdi,3.03,3.39,7.6,102,5500.0,24,7.833333333333333,7957.0,9.791666666666666,0,1,Low,0,1
117,1,154,plymouth,four,hatchback,fwd,front,93.7,157.3,63.8,0.24315233061028352,1967,ohc,four,90,2bbl,2.97,3.23,9.4,68,5500.0,31,6.184210526315789,6229.0,7.580645161290323,0,1,Low,1,0
118,1,154,plymouth,four,sedan,fwd,front,93.7,167.3,63.8,0.24411340701585776,1989,ohc,four,90,2bbl,2.97,3.23,9.4,68,5500.0,31,6.184210526315789,6692.0,7.580645161290323,0,1,Low,1,0
119,1,154,plymouth,four,sedan,fwd,front,93.7,167.3,63.8,0.24411340701585776,2191,ohc,four,98,2bbl,2.97,3.23,9.4,68,5500.0,31,6.184210526315789,7609.0,7.580645161290323,0,1,Low,1,0
120,-1,74,plymouth,four,wagon,fwd,front,103.3,174.6,64.6,0.2873618452666987,2535,ohc,four,122,2bbl,3.35,3.46,8.5,88,5000.0,24,7.833333333333333,8921.0,9.791666666666666,0,1,Low,1,0
